Rank,Commander,Deck_Count
2020,Ramses Overdark,176
2021,"The War Doctor // Adric, Mathematical Genius",176
2022,Kate Stewart,175
2023,"Kraum, Ludevic's Opus // Ravos, Soultender",175
2024,"Reyhan, Last of the Abzan // Tymna the Weaver",175
2025,"Sidar Kondo of Jamuraa // Tormod, the Desecrator",175
2026,"Jeska, Thrice Reborn // Tana, the Bloodsower",175
2027,Arvad the Cursed,174
2028,"Falthis, Shadowcat Familiar // Jeska, Thrice Reborn",173
2029,"Malcolm, Keen-Eyed Navigator // Rograkh, Son of Rohgahh",173
2030,"Vraan, Executioner Thane",173
2031,Tymna the Weaver // Vial Smasher the Fierce,173
2032,"Falthis, Shadowcat Familiar // Tana, the Bloodsower",172
2033,"Konda, Lord of Eiganjo",172
2034,"Hancock, Ghoulish Mayor",172
2035,Durnan of the Yawning Portal // Agent of the Shadow Thieves,170
2036,Myojin of Cryptic Dreams,170
2037,"Shadowheart, Dark Justiciar // Folk Hero",170
2038,"Cass, Hand of Vengeance",169
2039,"Silas Renn, Seeker Adept // Tana, the Bloodsower",169
2040,"Miara, Thorn of the Glade // Nadier, Agent of the Duskenel",169
2041,Stitcher Geralf,169
2042,"Dong Zhou, the Tyrant",169
2043,"Zegana, Utopian Speaker",168
2044,"Dwynen, Gilt-Leaf Daen",168
2045,"Masumaro, First to Live",168
2046,Ioreth of the Healing House,168
2047,"Yomiji, Who Bars the Way",167
2048,"Gimli, Counter of Kills",167
2049,"Éomer, Marshal of Rohan",167
2050,Commander Eesha,167
2051,"Sivriss, Nightmare Speaker // Agent of the Iron Throne",167
2052,Dosan the Falling Leaf,166
2053,"Wilson, Refined Grizzly",165
2054,The Twelfth Doctor // Yasmin Khan,165
2055,"Emrakul, the World Anew",165
2056,"Wilson, Refined Grizzly // Folk Hero",165
2057,Brothers Yamazaki,164
2058,"Shadowheart, Dark Justiciar // Noble Heritage",164
2059,"Hargilde, Kindly Runechanter // Sophina, Spearsage Deserter",164
2060,Hurska Sweet-Tooth,163
2061,"Vhal, Candlekeep Researcher // Noble Heritage",163
2062,The Sixth Doctor // Clara Oswald,163
2063,"Zareth San, the Trickster",163
2064,"Sakashima of a Thousand Faces // Toggo, Goblin Weaponsmith",162
2065,"Livio, Oathsworn Sentinel // Thrasios, Triton Hero",162
2066,"Akiri, Line-Slinger // Toggo, Goblin Weaponsmith",162
2067,The Fourteenth Doctor,162
2068,"Marcus, Mutant Mayor",162
2069,"Karlach, Fury of Avernus // Feywild Visitor",162
2070,Rhys the Exiled,161
2071,"Vial Smasher the Fierce // Yoshimaru, Ever Faithful",161
2072,"Darigaaz, the Igniter",160
2073,It Came from Planet Glurg,160
2074,"Bruse Tarl, Boorish Herder // Yoshimaru, Ever Faithful",159
2075,The Twelfth Doctor // Romana II,159
2076,"Glóin, Dwarf Emissary",159
2077,"Ishai, Ojutai Dragonspeaker // Rograkh, Son of Rohgahh",159
2078,"Gollum, Patient Plotter",158
2079,"Akiri, Line-Slinger // Malcolm, Keen-Eyed Navigator",158
2080,Skyfire Kirin,158
2081,Ambassador Laquatus,158
2082,"Kianne, Dean of Substance",158
2083,"Atsushi, the Blazing Sky",158
2084,"Monoxa, Midway Manager",158
2085,"Anthousa, Setessan Hero",158
2086,"Kodama of the East Tree // Silas Renn, Seeker Adept",158
2087,"Eligeth, Crossroads Augur // Thrasios, Triton Hero",157
2088,Palladia-Mors,157
2089,"Niv-Mizzet, Dracogenius",157
2090,"Josu Vess, Lich Knight",157
2091,"Bjorna, Nightfall Alchemist // Sophina, Spearsage Deserter",157
2092,"Gandalf, White Rider",157
2093,"Nick Valentine, Private Eye",156
2094,"Lulu, Loyal Hollyphant // Far Traveler",156
2095,Vendilion Clique,156
2096,"Alena, Kessig Trapper // Kodama of the East Tree",156
2097,"Jareth, Leonine Titan",156
2098,"Zellix, Sanity Flayer // Cloakwood Hermit",156
2099,"Bruse Tarl, Boorish Herder // Tana, the Bloodsower",156
2100,"Tomorrow, Azami's Familiar",156
2101,"Barrin, Master Wizard",155
2102,"Ishai, Ojutai Dragonspeaker // Tymna the Weaver",155
2103,"Malcolm, the Eyes",155
2104,"Heiko Yamazaki, the General",154
2105,The Mouth of Sauron,154
2106,Meloku the Clouded Mirror,154
2107,"Hajar, Loyal Bodyguard",153
2108,"Kaervek, the Spiteful",153
2109,Skanos Dragonheart // Dragon Cultist,153
2110,"Itzquinth, Firstborn of Gishath",153
2111,"Vhal, Candlekeep Researcher // Clan Crafter",152
2112,"Krark, the Thumbless // Tymna the Weaver",150
2113,"Crovax, Ascendant Hero",149
2114,"Isao, Enlightened Bushi",149
2115,"Akiri, Line-Slinger // Reyhan, Last of the Abzan",149
2116,The Sixth Doctor // Sarah Jane Smith,149
2117,"Reveka, Wizard Savant",148
2118,"Boromir, Gondor's Hope",148
2119,"Wilson, Refined Grizzly // Master Chef",148
2120,"Akroma, Angel of Wrath",147
2121,"Ardenn, Intrepid Archaeologist // Ludevic, Necro-Alchemist",146
2122,"Wyll, Blade of Frontiers // Clan Crafter",146
2123,"Ardenn, Intrepid Archaeologist // Jeska, Thrice Reborn",146
2124,"Kotose, the Silent Spider",145
2125,"Kydele, Chosen of Kruphix // Ludevic, Necro-Alchemist",145
2126,Baron Bertram Graywater,145
2127,"Sidar Kondo of Jamuraa // Tevesh Szat, Doom of Fools",145
2128,Rakka Mar,144
2129,Kodama of the Center Tree,144
2130,"Malcolm, Keen-Eyed Navigator // Tevesh Szat, Doom of Fools",144
2131,"Sarevok, Deathbringer // Clan Crafter",144
2132,"Kodama of the East Tree // Tormod, the Desecrator",144
2133,"Kolvori, God of Kinship",143
2134,Reya Dawnbringer,142
2135,"The Fourteenth Doctor // K-9, Mark I",142
2136,"The Seventh Doctor // Ace, Fearless Rebel",142
2137,"Gale, Waterdeep Prodigy // Guild Artisan",141
2138,Elder Arthur Maxson,141
2139,"Shelob, Dread Weaver",141
2140,"Gut, True Soul Zealot // Cloakwood Hermit",140
2141,"Dargo, the Shipwrecker // Tormod, the Desecrator",140
2142,"Gadrak, the Crown-Scourge",139
2143,"Lu Xun, Scholar General",139
2144,Krond the Dawn-Clad,139
2145,Ihsan's Shade,139
2146,"Prowl, Stoic Strategist",139
2147,"Burakos, Party Leader // Clan Crafter",139
2148,"Alena, Kessig Trapper // Ravos, Soultender",139
2149,Vial Smasher the Fierce,138
2150,"Oyobi, Who Split the Heavens",137
2151,"Ganax, Astral Hunter // Candlekeep Sage",137
2152,"Shaun & Rebecca, Agents",137
2153,"Alora, Merry Thief // Far Traveler",137
2154,"Armix, Filigree Thrasher // Rebbec, Architect of Ascension",137
2155,"Kamahl, Heart of Krosa // Tormod, the Desecrator",136
2156,"Lulu, Loyal Hollyphant // Cloakwood Hermit",136
2157,"Tevesh Szat, Doom of Fools // Yoshimaru, Ever Faithful",136
2158,"Dargo, the Shipwrecker // Francisco, Fowl Marauder",136
2159,"Lulu, Loyal Hollyphant // Candlekeep Sage",136
2160,"Gilanra, Caller of Wirewood // Kamahl, Heart of Krosa",136
2161,"Bjorna, Nightfall Alchemist // Hargilde, Kindly Runechanter",135
2162,The Second Doctor,135
2163,"Gwaihir, Greatest of the Eagles",135
2164,"Karlach, Fury of Avernus",134
2165,"Cho-Manno, Revolutionary",134
2166,"Krark, the Thumbless",134
2167,"Francisco, Fowl Marauder // Ghost of Ramirez DePietro",134
2168,Infernal Kirin,134
2169,"Kiora, the Rising Tide",134
2170,"Rograkh, Son of Rohgahh",133
2171,Jazal Goldmane,133
2172,Ghost Council of Orzhova,133
2173,"Lae'zel, Vlaakith's Champion // Agent of the Shadow Thieves",133
2174,Borborygmos,133
2175,Paladin Elizabeth Taggerdy,132
2176,"Tobias, Doomed Conqueror",131
2177,Captain Lannery Storm,131
2178,"Kothophed, Soul Hoarder",131
2179,"Goddric, Cloaked Reveler",130
2180,"Abdel Adrian, Gorion's Ward // Inspiring Leader",130
2181,"Glacian, Powerstone Engineer // Rebbec, Architect of Ascension",130
2182,"Kiyomaro, First to Stand",130
2183,"Abdel Adrian, Gorion's Ward // Master Chef",129
2184,Verdeloth the Ancient,129
2185,"Alena, Kessig Trapper // Gilanra, Caller of Wirewood",129
2186,"Geth, Thane of Contracts",129
2187,Emmara Tandris,128
2188,Sally Sparrow,128
2189,"Silas Renn, Seeker Adept // Tymna the Weaver",128
2190,Jacques le Vert,128
2191,The Tenth Doctor,128
2192,"Armix, Filigree Thrasher // Keskit, the Flesh Sculptor",128
2193,"Uyo, Silent Prophet",128
2194,"Naomi, Pillar of Order",127
2195,Gorbag of Minas Morgul,127
2196,"Senu, Keen-Eyed Protector",127
2197,"Shadowheart, Dark Justiciar // Agent of the Iron Throne",127
2198,Durnan of the Yawning Portal // Sword Coast Sailor,126
2199,"Kydele, Chosen of Kruphix // Rograkh, Son of Rohgahh",126
2200,"Tevesh Szat, Doom of Fools // Tormod, the Desecrator",126
2201,"Akroma, Vision of Ixidor // Tana, the Bloodsower",125
2202,Tsabo Tavoc,125
2203,"The Master, Gallifrey's End",125
2204,"Kuon, Ogre Ascendant",125
2205,"Dargo, the Shipwrecker // Kediss, Emberclaw Familiar",125
2206,"Kamahl, Heart of Krosa // Ravos, Soultender",124
2207,Mastermind Plum,124
2208,"Barrin, Tolarian Archmage",124
2209,"""Brims"" Barone, Midway Mobster",124
2210,"Nadier, Agent of the Duskenel // Tevesh Szat, Doom of Fools",123
2211,"Wilson, Refined Grizzly // Criminal Past",123
2212,"Keruga, the Macrosage",123
2213,"Jaheira, Friend of the Forest // Folk Hero",122
2214,"Karlach, Fury of Avernus // Acolyte of Bahamut",122
2215,"Ludevic, Necro-Alchemist // Tevesh Szat, Doom of Fools",121
2216,"Imoen, Mystic Trickster // Dungeon Delver",121
2217,"Dorothea, Vengeful Victim",121
2218,"Kongming, ""Sleeping Dragon""",121
2219,"Keskit, the Flesh Sculptor // Tormod, the Desecrator",120
2220,Bounteous Kirin,120
2221,"Pippin, Guard of the Citadel",119
2222,"Lae'zel, Vlaakith's Champion // Clan Crafter",119
2223,Kogla and Yidaro,118
2224,"Keleth, Sunmane Familiar // Tana, the Bloodsower",118
2225,The Sixth Doctor // Ian Chesterton,118
2226,The Fifteenth Doctor // Sarah Jane Smith,118
2227,"Breeches, Eager Pillager",117
2228,"Baru, Fist of Krosa",117
2229,Mangara of Corondor,117
2230,Sensei Golden-Tail,117
2231,"Yoshimaru, Ever Faithful",117
2232,"Jeska, Thrice Reborn // Reyhan, Last of the Abzan",116
2233,"Munda, Ambush Leader",116
2234,Kaysa,115
2235,"Miara, Thorn of the Glade // Thrasios, Triton Hero",115
2236,"Wernog, Rider's Chaplain",115
2237,Chorus of the Conclave,115
2238,General Jarkeld,115
2239,Dragonlord Atarka,115
2240,"Niambi, Faithful Healer",115
2241,"Tymaret, Chosen from Death",115
2242,Mirri the Cursed,115
2243,"Jirina, Dauntless General",114
2244,"Ganax, Astral Hunter // Guild Artisan",114
2245,"Ravos, Soultender // Tevesh Szat, Doom of Fools",114
2246,"Francisco, Fowl Marauder // Keleth, Sunmane Familiar",114
2247,Sakashima of a Thousand Faces,114
2248,"Wyll, Blade of Frontiers // Master Chef",113
2249,"Baird, Steward of Argive",113
2250,"Esior, Wardwing Familiar // Kediss, Emberclaw Familiar",113
2251,"Syr Faren, the Hengehammer",112
2252,"Mirri, Cat Warrior",112
2253,"Francisco, Fowl Marauder // Kediss, Emberclaw Familiar",112
2254,"Tormod, the Desecrator",112
2255,"Radiant, Archangel",112
2256,"Homura, Human Ascendant",111
2257,"Tolsimir, Midnight's Light",111
2258,"ED-E, Lonesome Eyebot",111
2259,"Viconia, Drow Apostate // Scion of Halaster",111
2260,"Kamahl, Heart of Krosa // Sakashima of a Thousand Faces",111
2261,"Ich-Tekik, Salvage Splicer // Keskit, the Flesh Sculptor",111
2262,The Fourteenth Doctor // Vislor Turlough,111
2263,"Kraum, Ludevic's Opus // Kydele, Chosen of Kruphix",110
2264,"Ghost of Ramirez DePietro // Ravos, Soultender",110
2265,"Alora, Merry Thief // Popular Entertainer",109
2266,"Shauku, Endbringer",109
2267,"Strider, Ranger of the North",109
2268,"Ashling, the Extinguisher",109
2269,"Jenny, Generated Anomaly",109
2270,"Greel, Mind Raker",109
2271,"Sarevok, Deathbringer // Criminal Past",109
2272,"Kagemaro, First to Suffer",108
2273,"Mavren Fein, Dusk Apostle",108
2274,"Jeska, Thrice Reborn // Silas Renn, Seeker Adept",108
2275,"Sam, Loyal Attendant",108
2276,Patron of the Nezumi,107
2277,"Ikra Shidiqi, the Usurper // Jeska, Thrice Reborn",107
2278,"Haldir, Lórien Lieutenant",107
2279,"Ellyn Harbreeze, Busybody // Inspiring Leader",107
2280,"Jaheira, Friend of the Forest // Cloakwood Hermit",107
2281,"Kamahl, Pit Fighter",106
2282,"Boromir, Warden of the Tower",106
2283,Ulrich of the Krallenhorde,106
2284,"Wilson, Refined Grizzly // Shameless Charlatan",106
2285,"Wyll, Blade of Frontiers // Raised by Giants",106
2286,"Tevesh Szat, Doom of Fools // Vial Smasher the Fierce",106
2287,"Krark, the Thumbless // Rograkh, Son of Rohgahh",105
2288,"Halsin, Emerald Archdruid // Feywild Visitor",105
2289,"Esior, Wardwing Familiar // Vial Smasher the Fierce",105
2290,"Silvos, Rogue Elemental",105
2291,"Rhuk, Hexgold Nabber",104
2292,Rasaad yn Bashir // Flaming Fist,104
2293,"Qala, Ajani's Pridemate",104
2294,Sakashima of a Thousand Faces // Sidar Kondo of Jamuraa,103
2295,Old Flitterfang,103
2296,He Who Hungers,103
2297,Ayesha Tanaka,103
2298,"Ishai, Ojutai Dragonspeaker // Krark, the Thumbless",102
2299,"Anara, Wolvid Familiar // Bruse Tarl, Boorish Herder",102
2300,"Glacian, Powerstone Engineer // Toggo, Goblin Weaponsmith",102
2301,Inga Rune-Eyes,102
2302,"Venser, Shaper Savant",101
2303,"Erinis, Gloom Stalker // Guild Artisan",101
2304,"Agrus Kos, Spirit of Justice",101
2305,"Gut, True Soul Zealot // Agent of the Shadow Thieves",101
2306,Astrid Peth,101
2307,Ragnar,100
2308,The Ninth Doctor // Rose Tyler,100
2309,Glissa Sunseeker,100
2310,"Prava of the Steel Legion // Tevesh Szat, Doom of Fools",100
2311,"Ellyn Harbreeze, Busybody // Master Chef",100
2312,"Prava of the Steel Legion // Tana, the Bloodsower",100
2313,"Akiri, Line-Slinger // Kydele, Chosen of Kruphix",100
2314,"Alena, Kessig Trapper // Livio, Oathsworn Sentinel",100
2315,"Akroma, Vision of Ixidor // Falthis, Shadowcat Familiar",100
2316,Ascendant Evincar,100
2317,"Karlach, Fury of Avernus // Noble Heritage",99
2318,"Ardoz, Cobbler of War",99
2319,"Prava of the Steel Legion // Thrasios, Triton Hero",99
2320,"Moira, Urborg Haunt",99
2321,"Jaheira, Friend of the Forest // Feywild Visitor",99
2322,"Adéwalé, Breaker of Chains",99
2323,"Jem Lightfoote, Sky Explorer",99
2324,"Brallin, Skyshark Rider",99
2325,"Krark, the Thumbless // Slurrk, All-Ingesting",98
2326,"Ikra Shidiqi, the Usurper // Ravos, Soultender",98
2327,"Krark, the Thumbless // Reyhan, Last of the Abzan",98
2328,Spirit of the Night,98
2329,"Kraum, Ludevic's Opus // Malcolm, Keen-Eyed Navigator",98
2330,Lady Evangela,98
2331,"Lulu, Loyal Hollyphant // Feywild Visitor",98
2332,"Akroma, Vision of Ixidor // Radiant, Serra Archangel",98
2333,"Lae'zel, Vlaakith's Champion // Inspiring Leader",97
2334,"Solaflora, Intergalactic Icon",97
2335,"Akiri, Line-Slinger // Bruse Tarl, Boorish Herder",97
2336,"Toothy, Imaginary Friend",97
2337,"Ikra Shidiqi, the Usurper // Thrasios, Triton Hero",97
2338,"Nefarox, Overlord of Grixis",97
2339,"Ravos, Soultender // Vial Smasher the Fierce",97
2340,"Dargo, the Shipwrecker // Kodama of the East Tree",97
2341,"Shadowheart, Dark Justiciar // Dragon Cultist",97
2342,"Brinelin, the Moon Kraken // Kodama of the East Tree",97
2343,The Second Doctor // Donna Noble,97
2344,"Reyhan, Last of the Abzan // Vial Smasher the Fierce",97
2345,"Alirios, Enraptured",97
2346,"Rograkh, Son of Rohgahh // Sakashima of a Thousand Faces",96
2347,"Wyll, Blade of Frontiers // Shameless Charlatan",96
2348,The Second Doctor // Clara Oswald,96
2349,"Sidar Kondo of Jamuraa // Toggo, Goblin Weaponsmith",96
2350,Ian the Reckless,96
2351,"Falthis, Shadowcat Familiar // Toggo, Goblin Weaponsmith",96
2352,The Twelfth Doctor // Graham O'Brien,96
2353,"Thrasios, Triton Hero",96
2354,"Keskit, the Flesh Sculptor // Tana, the Bloodsower",96
2355,Iwamori of the Open Fist,95
2356,Amber Gristle O'Maul // Veteran Soldier,95
2357,"Kopala, Warden of Waves",95
2358,"Vhal, Candlekeep Researcher // Tavern Brawler",95
2359,God-Eternal Rhonas,95
2360,"Kodama of the East Tree // Ludevic, Necro-Alchemist",95
2361,"Vadmir, New Blood",95
2362,"Kydele, Chosen of Kruphix // Toggo, Goblin Weaponsmith",95
2363,"Elmar, Ulvenwald Informant // Othelm, Sigardian Outcast",94
2364,"Lorthos, the Tidemaker",94
2365,"Tevesh Szat, Doom of Fools",94
2366,"Falthis, Shadowcat Familiar // Halana, Kessig Ranger",94
2367,"Miara, Thorn of the Glade // Tana, the Bloodsower",94
2368,"Kellan, Planar Trailblazer",94
2369,"Erinis, Gloom Stalker // Sword Coast Sailor",94
2370,Zurgo Bellstriker,93
2371,Rasaad yn Bashir // Raised by Giants,93
2372,"Atalya, Samite Master",93
2373,"Kari Zev, Skyship Raider",93
2374,Shimatsu the Bloodcloaked,93
2375,"Duggan, Private Detective",93
2376,Tymna the Weaver,93
2377,"Francisco, Fowl Marauder // Rograkh, Son of Rohgahh",93
2378,Jedit Ojanen of Efrava,92
2379,"Ludevic, Necro-Alchemist // Reyhan, Last of the Abzan",92
2380,"The Motherlode, Excavator",92
2381,"Anara, Wolvid Familiar // Ardenn, Intrepid Archaeologist",92
2382,"Fortune, Loyal Steed",92
2383,"Osgood, Operation Double",92
2384,Cloudhoof Kirin,92
2385,"Wydwen, the Biting Gale",92
2386,"Linvala, Keeper of Silence",91
2387,"Reidane, God of the Worthy",91
2388,"Radha, Coalition Warlord",91
2389,"Anara, Wolvid Familiar // Rograkh, Son of Rohgahh",91
2390,"Strax, Sontaran Nurse",91
2391,"Kediss, Emberclaw Familiar // Keleth, Sunmane Familiar",91
2392,"Tetzimoc, Primal Death",91
2393,"Alena, Kessig Trapper // Kydele, Chosen of Kruphix",90
2394,"Holga, Relentless Rager",90
2395,"Truss, Chief Engineer",90
2396,"Kraum, Ludevic's Opus // Yoshimaru, Ever Faithful",90
2397,"Kurbis, Harvest Celebrant",90
2398,"Bruse Tarl, Boorish Herder // Ishai, Ojutai Dragonspeaker",90
2399,"Ganax, Astral Hunter // Folk Hero",90
2400,Kodama of the South Tree,90
2401,Halfdane,90
2402,"Keskit, the Flesh Sculptor // Silas Renn, Seeker Adept",90
2403,"Cao Cao, Lord of Wei",89
2404,"Othelm, Sigardian Outcast // Sophina, Spearsage Deserter",89
2405,"Volo, Itinerant Scholar // Far Traveler",89
2406,"Bruse Tarl, Boorish Herder // Kydele, Chosen of Kruphix",89
2407,"Ardenn, Intrepid Archaeologist // Rebbec, Architect of Ascension",89
2408,"Taranika, Akroan Veteran",89
2409,"Ich-Tekik, Salvage Splicer // Malcolm, Keen-Eyed Navigator",89
2410,"Jeska, Thrice Reborn // Kraum, Ludevic's Opus",89
2411,"Jolene, Plundering Pugilist",88
2412,"Mishra, Excavation Prodigy",88
2413,"Kediss, Emberclaw Familiar // Keleth, Sunmane Familiar",88
2414,"Gale, Waterdeep Prodigy // Inspiring Leader",88
2415,The Sixth Doctor // Vislor Turlough,88
2416,"Renari, Merchant of Marvels // Folk Hero",88
2417,Joven,88
2418,"Vhal, Candlekeep Researcher // Haunted One",88
2419,Chandler,87
2420,"Esior, Wardwing Familiar // Rograkh, Son of Rohgahh",87
2421,"Gut, True Soul Zealot // Master Chef",87
2422,"Slurrk, All-Ingesting",87
2423,Tetsuo Umezawa,87
2424,"Squee, Goblin Nabob",87
2425,"Toggo, Goblin Weaponsmith // Vial Smasher the Fierce",87
2426,"Akroma, Vision of Ixidor // Kraum, Ludevic's Opus",86
2427,"Gale, Waterdeep Prodigy // Candlekeep Sage",86
2428,"Higure, the Still Wind",86
2429,"Krark, the Thumbless // Tana, the Bloodsower",86
2430,"Ravos, Soultender // Rograkh, Son of Rohgahh",85
2431,"Ertai, Wizard Adept",85
2432,"Sharkey, Tyrant of the Shire",85
2433,"Abdel Adrian, Gorion's Ward // Dungeon Delver",85
2434,"Kiku, Night's Flower",85
2435,Gerrard Capashen,84
2436,"Baeloth Barrityl, Entertainer // Master Chef",84
2437,"Akiri, Line-Slinger // Esior, Wardwing Familiar",84
2438,"Erinis, Gloom Stalker // Agent of the Shadow Thieves",84
2439,Desmond Miles,84
2440,"Halana, Kessig Ranger // Kodama of the East Tree",84
2441,"Tomik, Distinguished Advokist",84
2442,The War Doctor,84
2443,Myojin of Blooming Dawn,84
2444,"Nadier, Agent of the Duskenel // Thrasios, Triton Hero",83
2445,"Akiri, Line-Slinger // Tevesh Szat, Doom of Fools",83
2446,"Prava of the Steel Legion // Reyhan, Last of the Abzan",83
2447,"Kraum, Ludevic's Opus // Sidar Kondo of Jamuraa",83
2448,"Sakashima of a Thousand Faces // Thrasios, Triton Hero",83
2449,"Bruse Tarl, Boorish Herder // Jeska, Thrice Reborn",83
2450,"Bruse Tarl, Boorish Herder // Sakashima of a Thousand Faces",83
2451,"Gilraen, Dúnedain Protector",82
2452,"Baeloth Barrityl, Entertainer // Agent of the Iron Throne",82
2453,"Armix, Filigree Thrasher // Toggo, Goblin Weaponsmith",82
2454,"Akiri, Line-Slinger // Kediss, Emberclaw Familiar",82
2455,"Akroma, Vision of Ixidor // Ravos, Soultender",81
2456,"Armix, Filigree Thrasher // Ghost of Ramirez DePietro",81
2457,"Alora, Merry Thief // Agent of the Shadow Thieves",81
2458,"Esior, Wardwing Familiar // Keleth, Sunmane Familiar",81
2459,The Second Doctor // Susan Foreman,81
2460,"Gilanra, Caller of Wirewood // Kraum, Ludevic's Opus",80
